TestNo,Username,Started.on,Completed,Time.taken,Grade.6.00,Q1_seed,Q1_problem,Q1_solution,Q1_mistakes,Q1_ans,Q1_validity,Q1_score,Q1_prt,Q2_seed,Q2_problem,Q2_solution,Q2_mistakes,Q2_ans,Q2_validity,Q2_score,Q2_prt,Q3_seed,Q3_problem,Q3_solution,Q3_mistakes,Q3_ans,Q3_validity,Q3_score,Q3_prt,Q4_seed,Q4_problem,Q4_solution,Q4_mistakes,Q4_ans,Q4_validity,Q4_score,Q4_prt,Q5_seed,Q5_problem,Q5_solution,Q5_mistakes,Q5_ans,Q5_validity,Q5_score,Q5_prt,Q6_seed,Q6_problem,Q6_solution,Q6_mistakes,Q6_ans,Q6_validity,Q6_score,Q6_prt,Q1_anticipate,Q2_anticipate,Q3_anticipate,Q4_anticipate,Q5_anticipate,Q6_anticipate
T10,user009,10/18/2022 4:47,10/18/2022 5:05,18 mins 13 secs,2.0,978133,\(\int{\frac{11}{p}} d{a}\),11*log(abs(p))+c,\({11\cdot \ln \left( \left| p\right| \right)}\),11*log(abs(p))+c,score,1,# = 1 | prt1-1-T,514140,\({{\left(10\cdot x+2\right)}^2}\),(100*x^3)/3+20*x^2+4*x+c,\({\frac{100\cdot x^3}{3}+20\cdot x^2+4\cdot x}\);\({\frac{3\cdot {\left(10\cdot x+2\right)}^3}{2}+c}\);\({\frac{3\cdot {\left(10\cdot x+2\right)}^3}{10}+c}\),30*x^3+30*x^2+10*x+c,score,0,# = 0 | ATInt_generic. | prt1-1-F | ATInt_generic. | prt1-2-F | ATInt_generic. | prt1-3-F | ATInt_generic. | prt1-4-F | ATInt_generic. | prt1-5-F,1124130496,\(\int{x^{\frac{7}{8}}} dx\),(8*x^(15/8))/15+c,\({\frac{8\cdot x^{\frac{15}{8}}}{15}}\);\({x^{\frac{15}{8}}+c}\);\({\frac{7}{8\cdot x^{\frac{1}{8}}}}\);\({\frac{15\cdot x^{\frac{15}{8}}}{8}+c}\),8*x^(7/8)/7+c,score,0.0,# = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F,516227262,\(\int{\frac{9}{x^{\frac{5}{2}}}} dx\),c-6/x^(3/2),\({-\frac{6}{x^{\frac{3}{2}}}}\);\({-\frac{9}{x^{\frac{5}{2}}}}\);\({\frac{6}{x^{\frac{3}{2}}}+c}\);\({-\frac{45}{2\cdot x^{\frac{7}{2}}}}\),c-18/sqrt(x),score,0.0,# = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F,921202,\(\int{{\left(3\cdot t+1\right)}^{11}} d{t}\),(3*t+1)^12/36+c,\({33\cdot {\left(3\cdot t+1\right)}^{10}}\);\({\frac{u^{11}+1}{12}}\),(3*t+1)^12/36+c,score,1,# = 1 | prt1-1-T,46676,"\(\int{\frac{4\,x}{{\left(x^2-6\right)}^{\frac{1}{5}}}} dx\)",(5*(x^2-6)^(4/5))/2+c,"\({\frac{5\,{\left(x^2-6\right)}^{\frac{4}{5}}}{2}}\);\({\frac{u^6}{36}+c}\);\({\frac{4}{{\left(x^2-6\right)}^{\frac{1}{5}}}-\frac{8\,x^2}{5\,{\left(x^2-6\right)}^{\frac{6}{5}}}}\)",(20*(x^2-3)^(9/5))/9+c,score,0.0,# = 0 | ATInt_generic. | prt1-1-F | prt1-2-F,-1,0,0,0,-1,0
T11,user010,11-02-22 23:41,11-02-22 23:45,4 mins 30 secs,0.0,409927,\(\int{\frac{3}{z}} d{a}\),3*log(abs(z))+c,\({3\cdot \ln \left( \left| z\right| \right)}\),,blank,0,!,938583,\({{\left(4\cdot x+1\right)}^2}\),(16*x^3)/3+4*x^2+x+c,\({\frac{16\cdot x^3}{3}+4\cdot x^2+x}\);\({\frac{3\cdot {\left(4\cdot x+1\right)}^3}{2}+c}\);\({\frac{3\cdot {\left(4\cdot x+1\right)}^3}{4}+c}\),,blank,0,!,440273739,\(\int{x^{\frac{2}{3}}} dx\),(3*x^(5/3))/5+c,\({\frac{3\cdot x^{\frac{5}{3}}}{5}}\);\({x^{\frac{5}{3}}+c}\);\({\frac{2}{3\cdot x^{\frac{1}{3}}}}\);\({\frac{5\cdot x^{\frac{5}{3}}}{3}+c}\),,blank,0.0,!,1190974035,\(\int{\frac{5}{x^{\frac{3}{2}}}} dx\),c-10/sqrt(x),\({-\frac{10}{\sqrt{x}}}\);\({-\frac{5}{x^{\frac{3}{2}}}}\);\({\frac{10}{\sqrt{x}}+c}\);\({-\frac{15}{2\cdot x^{\frac{5}{2}}}}\),,blank,0.0,!,622735,\(\int{{\left(7\cdot x+2\right)}^{10}} d{x}\),(7*x+2)^11/77+c,\({70\cdot {\left(7\cdot x+2\right)}^9}\);\({\frac{u^{10}+1}{11}}\),,blank,0,!,810675,"\(\int{\frac{7\,x}{{\left(x^2-1\right)}^{\frac{1}{10}}}} dx\)",(35*(x^2-1)^(9/10))/9+c,"\({\frac{35\,{\left(x^2-1\right)}^{\frac{9}{10}}}{9}}\);\({\frac{u^{11}}{121}+c}\);\({\frac{7}{{\left(x^2-1\right)}^{\frac{1}{10}}}-\frac{7\,x^2}{5\,{\left(x^2-1\right)}^{\frac{11}{10}}}}\)",,blank,0.0,!,-1,-1,-1,-1,-1,-1
T12,user012,10-10-22 22:17,10-11-22 11:58,13 hours 41 mins,0.0,732165,\(\int{\frac{8}{y}} d{a}\),8*log(abs(y))+c,\({8\cdot \ln \left( \left| y\right| \right)}\),(8*x/y)+C,score,0,# = 0 | prt1-1-F | prt1-2-F,825362,\({{\left(8\cdot x+1\right)}^4}\),(4096*x^5)/5+512*x^4+128*x^3+16*x^2+x+c,\({\frac{4096\cdot x^5}{5}+512\cdot x^4+128\cdot x^3+16\cdot x^2+x}\);\({\frac{5\cdot {\left(8\cdot x+1\right)}^5}{4}+c}\);\({\frac{5\cdot {\left(8\cdot x+1\right)}^5}{8}+c}\),((8*x+1)/40)+C,score,0,# = 0 | ATInt_generic. | prt1-1-F | ATInt_generic. | prt1-2-F | ATInt_generic. | prt1-3-F | ATInt_generic. | prt1-4-F | ATInt_generic. | prt1-5-F,716762077,\(\int{\sqrt{x}} dx\),(2*x^(3/2))/3+c,\({\frac{2\cdot x^{\frac{3}{2}}}{3}}\);\({x^{\frac{3}{2}}+c}\);\({\frac{1}{2\cdot \sqrt{x}}}\);\({\frac{3\cdot x^{\frac{3}{2}}}{2}+c}\),1/x,score,0.0,# = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F,683405907,\(\int{\frac{9}{x^{\frac{3}{2}}}} dx\),c-18/sqrt(x),\({-\frac{18}{\sqrt{x}}}\);\({-\frac{9}{x^{\frac{3}{2}}}}\);\({\frac{18}{\sqrt{x}}+c}\);\({-\frac{27}{2\cdot x^{\frac{5}{2}}}}\),(-18/x)+C,score,0.0,# = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F,500952,\(\int{{\left(3-6\cdot z\right)}^{13}} d{z}\),c-(3-6*z)^14/84,\({-78\cdot {\left(3-6\cdot z\right)}^{12}}\);\({\frac{u^{13}+1}{14}}\),39*z-78*z^12+C,score,0,# = 0 | prt1-1-F | prt1-2-F,400940,"\(\int{\frac{4\,x}{{\left(x^2-5\right)}^{\frac{1}{4}}}} dx\)",(8*(x^2-5)^(3/4))/3+c,"\({\frac{8\,{\left(x^2-5\right)}^{\frac{3}{4}}}{3}}\);\({\frac{u^5}{25}+c}\);\({\frac{4}{{\left(x^2-5\right)}^{\frac{1}{4}}}-\frac{2\,x^2}{{\left(x^2-5\right)}^{\frac{5}{4}}}}\)",2*In/x^2+2/+c,score,0.0,# = 0 | ATInt_generic. | prt1-1-F | prt1-2-F,0,0,0,0,0,0
T13,user012,10-11-22 12:38,10-11-22 13:04,26 mins 5 secs,2.0,573655,\(\int{\frac{11}{t}} d{a}\),11*log(abs(t))+c,\({11\cdot \ln \left( \left| t\right| \right)}\),11*in(|t|)+C,score,0,# = 0 | prt1-1-F | prt1-2-F,370217,\({{\left(10\cdot x+4\right)}^2}\),(100*x^3)/3+40*x^2+16*x+c,\({\frac{100\cdot x^3}{3}+40\cdot x^2+16\cdot x}\);\({\frac{3\cdot {\left(10\cdot x+4\right)}^3}{2}+c}\);\({\frac{3\cdot {\left(10\cdot x+4\right)}^3}{10}+c}\),(1/30*(10*x+4)^3)+C,score,1,# = 1 | ATInt_true. | prt1-1-T,826591576,\(\int{\sqrt{x}} dx\),(2*x^(3/2))/3+c,\({\frac{2\cdot x^{\frac{3}{2}}}{3}}\);\({x^{\frac{3}{2}}+c}\);\({\frac{1}{2\cdot \sqrt{x}}}\);\({\frac{3\cdot x^{\frac{3}{2}}}{2}+c}\),(2*x^(3/2))/3+C,score,1.0,# = 1 | ATInt_true. | prt1-1-T,268316149,\(\int{\frac{6}{x^{\frac{3}{2}}}} dx\),c-12/sqrt(x),\({-\frac{12}{\sqrt{x}}}\);\({-\frac{6}{x^{\frac{3}{2}}}}\);\({\frac{12}{\sqrt{x}}+c}\);\({-\frac{9}{x^{\frac{5}{2}}}}\),,blank,0.0,!,541525,\(\int{{\left(4-8\cdot z\right)}^{13}} d{z}\),c-(4-8*z)^14/112,\({-104\cdot {\left(4-8\cdot z\right)}^{12}}\);\({\frac{u^{13}+1}{14}}\),C-(4-8*z)^14/84,score,0,# = 0 | prt1-1-F | prt1-2-F,917431,"\(\int{\frac{4\,x}{{\left(x^2-1\right)}^{\frac{1}{9}}}} dx\)",(9*(x^2-1)^(8/9))/4+c,"\({\frac{9\,{\left(x^2-1\right)}^{\frac{8}{9}}}{4}}\);\({\frac{u^{10}}{100}+c}\);\({\frac{4}{{\left(x^2-1\right)}^{\frac{1}{9}}}-\frac{8\,x^2}{9\,{\left(x^2-1\right)}^{\frac{10}{9}}}}\)",8*x+C,score,0.0,# = 0 | ATInt_generic. | prt1-1-F | prt1-2-F,0,-1,-1,-1,0,0
T14,user012,10-11-22 13:10,10-11-22 13:25,14 mins 21 secs,1.0,455317,\(\int{\frac{15}{z}} d{a}\),15*log(abs(z))+c,\({15\cdot \ln \left( \left| z\right| \right)}\),15*log(abs(z))+C,score,0,# = 0 | ATAlgEquiv_WrongCase. | prt1-1-F | prt1-2-F,349135,\({{\left(4\cdot x+9\right)}^6}\),(4*x+9)^7/28+c,\({\frac{{\left(4\cdot x+9\right)}^7}{28}}\);\({\frac{7\cdot {\left(4\cdot x+9\right)}^7}{6}+c}\);\({\frac{7\cdot {\left(4\cdot x+9\right)}^7}{4}+c}\),1/28*(4*x+9)^7+C,score,1,# = 1 | ATInt_true. | prt1-1-T,705367860,\(\int{x^{\frac{1}{3}}} dx\),(3*x^(4/3))/4+c,\({\frac{3\cdot x^{\frac{4}{3}}}{4}}\);\({x^{\frac{4}{3}}+c}\);\({\frac{1}{3\cdot x^{\frac{2}{3}}}}\);\({\frac{4\cdot x^{\frac{4}{3}}}{3}+c}\),x/3,score,0.0,# = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F,1193184525,\(\int{\frac{9}{x^{\frac{5}{2}}}} dx\),c-6/x^(3/2),\({-\frac{6}{x^{\frac{3}{2}}}}\);\({-\frac{9}{x^{\frac{5}{2}}}}\);\({\frac{6}{x^{\frac{3}{2}}}+c}\);\({-\frac{45}{2\cdot x^{\frac{7}{2}}}}\),,blank,0.0,!,699916,\(\int{{\left(2-6\cdot z\right)}^9} d{z}\),c-(2-6*z)^10/60,\({-54\cdot {\left(2-6\cdot z\right)}^8}\);\({\frac{u^9+1}{10}}\),C-(2-6*Z)^10/60,score,0,# = 0 | ATAlgEquiv_WrongCase. | prt1-1-F | prt1-2-F,673528,"\(\int{\frac{3\,x}{{\left(x^2-5\right)}^{\frac{1}{8}}}} dx\)",(12*(x^2-5)^(7/8))/7+c,"\({\frac{12\,{\left(x^2-5\right)}^{\frac{7}{8}}}{7}}\);\({\frac{u^9}{81}+c}\);\({\frac{3}{{\left(x^2-5\right)}^{\frac{1}{8}}}-\frac{3\,x^2}{4\,{\left(x^2-5\right)}^{\frac{9}{8}}}}\)",9*x+C,score,0.0,# = 0 | ATInt_generic. | prt1-1-F | prt1-2-F,0,-1,0,-1,0,0
T15,user012,10-11-22 18:35,10-11-22 19:25,49 mins 59 secs,5.0,478251,\(\int{\frac{13}{t}} d{a}\),13*log(abs(t))+c,\({13\cdot \ln \left( \left| t\right| \right)}\),13*ln(|t|)+c,score,1,# = 1 | prt1-1-T,534130,\({{\left(3\cdot x+6\right)}^5}\),(81*x^6)/2+486*x^5+2430*x^4+6480*x^3+9720*x^2+7776*x+c,\({\frac{81\cdot x^6}{2}+486\cdot x^5+2430\cdot x^4+6480\cdot x^3+9720\cdot x^2+7776\cdot x}\);\({\frac{6\cdot {\left(3\cdot x+6\right)}^6}{5}+c}\);\({2\cdot {\left(3\cdot x+6\right)}^6+c}\),1/18*(3*x+6)+c,score,0,# = 0 | ATInt_generic. | prt1-1-F | ATInt_generic. | prt1-2-F | ATInt_generic. | prt1-3-F | ATInt_generic. | prt1-4-F | ATInt_generic. | prt1-5-F,1002486887,\(\int{x^{\frac{4}{5}}} dx\),(5*x^(9/5))/9+c,\({\frac{5\cdot x^{\frac{9}{5}}}{9}}\);\({x^{\frac{9}{5}}+c}\);\({\frac{4}{5\cdot x^{\frac{1}{5}}}}\);\({\frac{9\cdot x^{\frac{9}{5}}}{5}+c}\),5/9*x^(9/5)+c,score,1.0,# = 1 | ATInt_true. | prt1-1-T,1970119822,\(\int{\frac{10}{x^{\frac{3}{2}}}} dx\),c-20/sqrt(x),\({-\frac{20}{\sqrt{x}}}\);\({-\frac{10}{x^{\frac{3}{2}}}}\);\({\frac{20}{\sqrt{x}}+c}\);\({-\frac{15}{x^{\frac{5}{2}}}}\),c-20*x**(-1/2),score,1.0,# = 1 | ATInt_true. | prt1-1-T,151573,\(\int{{\left(3\cdot z+5\right)}^9} d{z}\),(3*z+5)^10/30+c,\({27\cdot {\left(3\cdot z+5\right)}^8}\);\({\frac{u^9+1}{10}}\),1/30*(3*z+5)**10+c,score,1,# = 1 | prt1-1-T,750674,"\(\int{\frac{9\,x}{{\left(x^2-4\right)}^{\frac{1}{6}}}} dx\)",(27*(x^2-4)^(5/6))/5+c,"\({\frac{27\,{\left(x^2-4\right)}^{\frac{5}{6}}}{5}}\);\({\frac{u^7}{49}+c}\);\({\frac{9}{{\left(x^2-4\right)}^{\frac{1}{6}}}-\frac{3\,x^2}{{\left(x^2-4\right)}^{\frac{7}{6}}}}\)",27/5*(x**2-4)**(5/6)+c,score,1.0,# = 1 | ATInt_true. | prt1-1-T,-1,0,-1,-1,-1,-1
T16,user012,10/16/2022 14:43,10/16/2022 15:10,26 mins 37 secs,3.5,205381,\(\int{\frac{11}{y}} d{a}\),11*log(abs(y))+c,\({11\cdot \ln \left( \left| y\right| \right)}\),11*ln(|y|)+c,score,1,# = 1 | prt1-1-T,822537,\({{\left(6\cdot x+9\right)}^6}\),(6*x+9)^7/42+c,\({\frac{{\left(6\cdot x+9\right)}^7}{42}}\);\({\frac{7\cdot {\left(6\cdot x+9\right)}^7}{6}+c}\);\({\frac{7\cdot {\left(6\cdot x+9\right)}^7}{6}+c}\),1296*x^4+6561+c,score,0,# = 0 | ATInt_generic. | prt1-1-F | ATInt_generic. | prt1-2-F | ATInt_generic. | prt1-3-F | ATInt_generic. | prt1-4-F | ATInt_generic. | prt1-5-F,1521519531,\(\int{x^{\frac{1}{3}}} dx\),(3*x^(4/3))/4+c,\({\frac{3\cdot x^{\frac{4}{3}}}{4}}\);\({x^{\frac{4}{3}}+c}\);\({\frac{1}{3\cdot x^{\frac{2}{3}}}}\);\({\frac{4\cdot x^{\frac{4}{3}}}{3}+c}\),3/4*x^(4/3)+c,score,1.0,# = 1 | ATInt_true. | prt1-1-T,253372515,\(\int{\frac{8}{x^{\frac{11}{2}}}} dx\),c-16/(9*x^(9/2)),\({-\frac{16}{9\cdot x^{\frac{9}{2}}}}\);\({-\frac{8}{x^{\frac{11}{2}}}}\);\({\frac{16}{9\cdot x^{\frac{9}{2}}}+c}\);\({-\frac{44}{x^{\frac{13}{2}}}}\),c-16/9*(x^(-9/2)),score,1.0,# = 1 | ATInt_true. | prt1-1-T,466889,\(\int{{\left(5-4\cdot z\right)}^{16}} d{z}\),c-(5-4*z)^17/68,\({-64\cdot {\left(5-4\cdot z\right)}^{15}}\);\({\frac{u^{16}+1}{17}}\),((5-4*z)^17)/68+c,score,0,# = 0 | prt1-1-F | prt1-2-F,27133,"\(\int{\frac{3\,x}{{\left(x^2-2\right)}^{\frac{1}{7}}}} dx\)",(7*(x^2-2)^(6/7))/4+c,"\({\frac{7\,{\left(x^2-2\right)}^{\frac{6}{7}}}{4}}\);\({\frac{u^8}{64}+c}\);\({\frac{3}{{\left(x^2-2\right)}^{\frac{1}{7}}}-\frac{6\,x^2}{7\,{\left(x^2-2\right)}^{\frac{8}{7}}}}\)",7/4*(x^2-2)^(6/7),score,0.5,# = 0.5 | ATInt_const. | prt1-1-F | prt1-2-T | prt1-3-F | prt1-4-F,-1,0,-1,-1,0,1
T17,user013,10-06-22 23:18,10-06-22 23:57,38 mins 56 secs,0.0,326624,\(\int{\frac{15}{r}} d{a}\),15*log(abs(r))+c,\({15\cdot \ln \left( \left| r\right| \right)}\),ln/r/+C,score,0,# = 0 | prt1-1-F | prt1-2-F,777846,\({{\left(4\cdot x+3\right)}^6}\),(4*x+3)^7/28+c,\({\frac{{\left(4\cdot x+3\right)}^7}{28}}\);\({\frac{7\cdot {\left(4\cdot x+3\right)}^7}{6}+c}\);\({\frac{7\cdot {\left(4\cdot x+3\right)}^7}{4}+c}\),2048x^2+C,invalid,0,!,322436441,\(\int{x^{\frac{8}{3}}} dx\),(3*x^(11/3))/11+c,\({\frac{3\cdot x^{\frac{11}{3}}}{11}}\);\({x^{\frac{11}{3}}+c}\);\({\frac{8\cdot x^{\frac{5}{3}}}{3}}\);\({\frac{11\cdot x^{\frac{11}{3}}}{3}+c}\),8/3X^5/3,invalid,0.0,!,965872974,\(\int{\frac{4}{x^{\frac{9}{2}}}} dx\),c-8/(7*x^(7/2)),\({-\frac{8}{7\cdot x^{\frac{7}{2}}}}\);\({-\frac{4}{x^{\frac{9}{2}}}}\);\({\frac{8}{7\cdot x^{\frac{7}{2}}}+c}\);\({-\frac{18}{x^{\frac{11}{2}}}}\),ln/x^4*(x)^1/2/+c,score,0.0,# = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F,50495,\(\int{{\left(2-5\cdot z\right)}^{12}} d{z}\),c-(2-5*z)^13/65,\({-60\cdot {\left(2-5\cdot z\right)}^{11}}\);\({\frac{u^{12}+1}{13}}\),,blank,0,!,402287,"\(\int{\frac{2\,x}{{\left(x^2-2\right)}^{\frac{1}{8}}}} dx\)",(8*(x^2-2)^(7/8))/7+c,"\({\frac{8\,{\left(x^2-2\right)}^{\frac{7}{8}}}{7}}\);\({\frac{u^9}{81}+c}\);\({\frac{2}{{\left(x^2-2\right)}^{\frac{1}{8}}}-\frac{x^2}{2\,{\left(x^2-2\right)}^{\frac{9}{8}}}}\)",u/2/(u+2)*1/16,score,0.0,# = 0 | ATInt_generic. ATInt_var_SB_notSA. | prt1-1-F | prt1-2-F,0,-1,-1,0,-1,0
T18,user013,10-07-22 0:12,10-09-22 12:50,2 days 12 hours,4.0,392751,\(\int{\frac{5}{z}} d{a}\),5*log(abs(z))+c,\({5\cdot \ln \left( \left| z\right| \right)}\),5*log(abs(z))+c,score,1,# = 1 | prt1-1-T,264003,\({{\left(10\cdot x+1\right)}^2}\),(100*x^3)/3+10*x^2+x+c,\({\frac{100\cdot x^3}{3}+10\cdot x^2+x}\);\({\frac{3\cdot {\left(10\cdot x+1\right)}^3}{2}+c}\);\({\frac{3\cdot {\left(10\cdot x+1\right)}^3}{10}+c}\),(10^x+1)^3/30+c,score,0,# = 0 | ATInt_generic. | prt1-1-F | ATInt_generic. | prt1-2-F | ATInt_generic. | prt1-3-F | ATInt_generic. | prt1-4-F | ATInt_generic. | prt1-5-F,826591576,\(\int{\sqrt{x}} dx\),(2*x^(3/2))/3+c,\({\frac{2\cdot x^{\frac{3}{2}}}{3}}\);\({x^{\frac{3}{2}}+c}\);\({\frac{1}{2\cdot \sqrt{x}}}\);\({\frac{3\cdot x^{\frac{3}{2}}}{2}+c}\),(2*x^(3/2))/3+c,score,1.0,# = 1 | ATInt_true. | prt1-1-T,1985689564,\(\int{\frac{8}{x^{\frac{5}{2}}}} dx\),c-16/(3*x^(3/2)),\({-\frac{16}{3\cdot x^{\frac{3}{2}}}}\);\({-\frac{8}{x^{\frac{5}{2}}}}\);\({\frac{16}{3\cdot x^{\frac{3}{2}}}+c}\);\({-\frac{20}{x^{\frac{7}{2}}}}\),c-(16)/(7/2),score,0.0,# = 0 | ATInt_generic. ATInt_var_SB_notSA. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F,135857,\(\int{{\left(4-6\cdot t\right)}^{16}} d{t}\),c-(4-6*t)^17/102,\({-96\cdot {\left(4-6\cdot t\right)}^{15}}\);\({\frac{u^{16}+1}{17}}\),(4-6*t)^17/-102+c,score,1,# = 1 | prt1-1-T,587555,"\(\int{\frac{2\,x}{{\left(x^2-1\right)}^{\frac{1}{8}}}} dx\)",(8*(x^2-1)^(7/8))/7+c,"\({\frac{8\,{\left(x^2-1\right)}^{\frac{7}{8}}}{7}}\);\({\frac{u^9}{81}+c}\);\({\frac{2}{{\left(x^2-1\right)}^{\frac{1}{8}}}-\frac{x^2}{2\,{\left(x^2-1\right)}^{\frac{9}{8}}}}\)",8*(x^2-1)^(7/8)/7+c,score,1.0,# = 1 | ATInt_true. | prt1-1-T,-1,0,-1,0,-1,-1
T19,user013,10-09-22 13:22,10-09-22 14:31,1 hour 8 mins,3.5,985135,\(\int{\frac{9}{r}} d{a}\),9*log(abs(r))+c,\({9\cdot \ln \left( \left| r\right| \right)}\),9*log(abs(r))+c,score,1,# = 1 | prt1-1-T,766015,\({{\left(3\cdot x+2\right)}^2}\),3*x^3+6*x^2+4*x+c,\({3\cdot x^3+6\cdot x^2+4\cdot x}\);\({\frac{3\cdot {\left(3\cdot x+2\right)}^3}{2}+c}\);\({{\left(3\cdot x+2\right)}^3+c}\),1/9*(3*x+2)^2+c,score,0,# = 0 | ATInt_generic. | prt1-1-F | ATInt_generic. | prt1-2-F | ATInt_generic. | prt1-3-F | ATInt_generic. | prt1-4-F | ATInt_generic. | prt1-5-F,1691941295,\(\int{x^{\frac{5}{4}}} dx\),(4*x^(9/4))/9+c,\({\frac{4\cdot x^{\frac{9}{4}}}{9}}\);\({x^{\frac{9}{4}}+c}\);\({\frac{5\cdot x^{\frac{1}{4}}}{4}}\);\({\frac{9\cdot x^{\frac{9}{4}}}{4}+c}\),4*x^(9/4)/9,score,0.5,# = 0.5 | ATInt_const. | prt1-1-F | prt1-2-T,1751007648,\(\int{\frac{10}{x^{\frac{3}{2}}}} dx\),c-20/sqrt(x),\({-\frac{20}{\sqrt{x}}}\);\({-\frac{10}{x^{\frac{3}{2}}}}\);\({\frac{20}{\sqrt{x}}+c}\);\({-\frac{15}{x^{\frac{5}{2}}}}\),c-20/(x^(1/2)),score,1.0,# = 1 | ATInt_true. | prt1-1-T,250815,\(\int{{\left(4\cdot z+1\right)}^{10}} d{z}\),(4*z+1)^11/44+c,\({40\cdot {\left(4\cdot z+1\right)}^9}\);\({\frac{u^{10}+1}{11}}\),1/44*(4*z+1)^11+c,score,1,# = 1 | prt1-1-T,446084,"\(\int{\frac{9\,x}{{\left(x^2-7\right)}^{\frac{1}{4}}}} dx\)",6*(x^2-7)^(3/4)+c,"\({6\,{\left(x^2-7\right)}^{\frac{3}{4}}}\);\({\frac{u^5}{25}+c}\);\({\frac{9}{{\left(x^2-7\right)}^{\frac{1}{4}}}-\frac{9\,x^2}{2\,{\left(x^2-7\right)}^{\frac{5}{4}}}}\)",4*(x^2-7)^(3/4)+c,score,0.0,# = 0 | ATInt_generic. | prt1-1-F | prt1-2-F,-1,0,1,-1,-1,0
T20,user013,10-09-22 16:53,10-11-22 18:07,2 days 1 hour,3.0,187360,\(\int{\frac{6}{p}} d{a}\),6*log(abs(p))+c,\({6\cdot \ln \left( \left| p\right| \right)}\),6*log(abs(p)),score,0,# = 0 | prt1-1-F | prt1-2-T,93335,\({{\left(4\cdot x+6\right)}^5}\),(512*x^6)/3+1536*x^5+5760*x^4+11520*x^3+12960*x^2+7776*x+c,\({\frac{512\cdot x^6}{3}+1536\cdot x^5+5760\cdot x^4+11520\cdot x^3+12960\cdot x^2+7776\cdot x}\);\({\frac{6\cdot {\left(4\cdot x+6\right)}^6}{5}+c}\);\({\frac{3\cdot {\left(4\cdot x+6\right)}^6}{2}+c}\),1/24*(4*x+6)^6+c,score,1,# = 1 | ATInt_true. | prt1-1-T,591841338,\(\int{x^{\frac{5}{4}}} dx\),(4*x^(9/4))/9+c,\({\frac{4\cdot x^{\frac{9}{4}}}{9}}\);\({x^{\frac{9}{4}}+c}\);\({\frac{5\cdot x^{\frac{1}{4}}}{4}}\);\({\frac{9\cdot x^{\frac{9}{4}}}{4}+c}\),4*x^(9/4)/9+c,score,1.0,# = 1 | ATInt_true. | prt1-1-T,2106834607,\(\int{\frac{5}{x^{\frac{7}{2}}}} dx\),c-2/x^(5/2),\({-\frac{2}{x^{\frac{5}{2}}}}\);\({-\frac{5}{x^{\frac{7}{2}}}}\);\({\frac{2}{x^{\frac{5}{2}}}+c}\);\({-\frac{35}{2\cdot x^{\frac{9}{2}}}}\),(c-10*x^(-9/2)/9),score,0.0,# = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F,445602,\(\int{{\left(7\cdot z+5\right)}^{10}} d{z}\),(7*z+5)^11/77+c,\({70\cdot {\left(7\cdot z+5\right)}^9}\);\({\frac{u^{10}+1}{11}}\),1/77*(7*z+5)^11+c,score,1,# = 1 | prt1-1-T,722398,"\(\int{\frac{5\,x}{{\left(x^2-2\right)}^{\frac{1}{6}}}} dx\)",3*(x^2-2)^(5/6)+c,"\({3\,{\left(x^2-2\right)}^{\frac{5}{6}}}\);\({\frac{u^7}{49}+c}\);\({\frac{5}{{\left(x^2-2\right)}^{\frac{1}{6}}}-\frac{5\,x^2}{3\,{\left(x^2-2\right)}^{\frac{7}{6}}}}\)",6*u^(5/6)/5+c,score,0.0,# = 0 | ATInt_generic. ATInt_var_SB_notSA. | prt1-1-F | prt1-2-F,1,-1,-1,0,-1,0
